ProductID,ProductName,Category,Brand,UnitPrice,CostPrice,Supplier,IsActive
70,T-Shirt,Fashion,Adidas,690.86,447.4,Supplier_7,False
71,Hoodie,Fashion,Adidas,338.14,237.63,Supplier_8,False
72,Hoodie,Fashion,Levi's,710.56,494.07,Supplier_49,False
73,Gym Bag,Sports,Adidas,591.76,416.98,Supplier_11,False
74,Shampoo,Beauty,Mamaearth,552.59,421.53,Supplier_50,False
75,Sneakers,Fashion,Puma,63.05,47.97,Supplier_18,True
76,Mixer,Home & Kitchen,LG,100.56,77.8,Supplier_45,True
77,Sneakers,Fashion,Nike,297.18,209.72,Supplier_27,True
78,Sneakers,Fashion,Levi's,649.97,453.37,Supplier_45,True
79,Gym Bag,Sports,Nike,17.28,12.89,Supplier_49,False
80,Lipstick,Beauty,Maybelline,626.67,401.94,Supplier_32,True
81,Cookware Set,Home & Kitchen,Hawkins,32.32,24.22,Supplier_44,False
82,Jeans,Fashion,Levi's,693.47,490.55,Supplier_26,True
83,Smartphone,Electronics,Dell,553.32,434.76,Supplier_17,False
84,Cookware Set,Home & Kitchen,Philips,255.99,170.15,Supplier_25,True
85,Face Wash,Beauty,Mamaearth,360.58,240.45,Supplier_4,True
86,T-Shirt,Fashion,Nike,599.66,379.57,Supplier_13,True
87,Cricket Bat,Sports,Cosco,105.46,71.85,Supplier_37,True
88,Serum,Beauty,Mamaearth,133.06,92.22,Supplier_48,True
89,T-Shirt,Fashion,Puma,461.35,293.56,Supplier_37,False
90,Face Wash,Beauty,L'Oreal,459.87,300.13,Supplier_16,True
91,Mixer,Home & Kitchen,LG,570.76,400.15,Supplier_3,True
92,Badminton Racket,Sports,Nike,63.89,43.79,Supplier_1,False
93,Moisturizer,Beauty,Lakme,699.18,480.79,Supplier_30,True
94,Lipstick,Beauty,L'Oreal,631.88,483.08,Supplier_35,False
95,Lipstick,Beauty,Nivea,218.02,141.51,Supplier_6,True
96,Moisturizer,Beauty,L'Oreal,424.38,289.23,Supplier_22,True
97,Shampoo,Beauty,Mamaearth,334.01,248.9,Supplier_17,True
98,Microwave,Home & Kitchen,LG,397.15,282.34,Supplier_13,True
99,Sneakers,Fashion,Levi's,365.56,282.04,Supplier_31,False
100,Face Wash,Beauty,Lakme,209.96,154.18,Supplier_16,True
101,Gym Bag,Sports,Nivia,376.11,281.2,Supplier_48,True
102,Microwave,Home & Kitchen,Hawkins,207.08,160.25,Supplier_47,True
103,Air Fryer,Home & Kitchen,Prestige,702.5,475.93,Supplier_13,True
104,Lipstick,Beauty,Mamaearth,688.77,488.54,Supplier_19,True
105,Jeans,Fashion,Puma,246.79,186.83,Supplier_46,True
106,Mixer,Home & Kitchen,Prestige,415.81,281.15,Supplier_9,False
107,Smart Watch,Electronics,Samsung,207.79,149.33,Supplier_22,True
108,Monitor,Electronics,Sony,80.8,65.9,Supplier_32,True
109,Cricket Bat,Sports,Yonex,118.44,83.11,Supplier_20,True
110,Hoodie,Fashion,Nike,554.77,384.58,Supplier_40,True
111,Gym Bag,Sports,Nike,600.34,455.17,Supplier_38,False
112,Air Fryer,Home & Kitchen,LG,62.59,39.51,Supplier_7,True
113,T-Shirt,Fashion,Puma,110.4,86.96,Supplier_5,True
114,Monitor,Electronics,Dell,482.72,347.79,Supplier_3,True
115,Cookware Set,Home & Kitchen,Bajaj,58.05,44.88,Supplier_17,True
116,Lipstick,Beauty,Lakme,151.35,120.16,Supplier_18,True
117,Smartphone,Electronics,Samsung,572.89,398.39,Supplier_37,True
118,Moisturizer,Beauty,Lakme,514.19,347.45,Supplier_18,False
119,Lipstick,Beauty,Lakme,40.54,29.53,Supplier_21,True
120,Smartphone,Electronics,Samsung,738.56,481.34,Supplier_37,True
121,Mixer,Home & Kitchen,LG,487.61,383.92,Supplier_34,False
122,Air Fryer,Home & Kitchen,Philips,341.12,223.58,Supplier_6,False
123,Microwave,Home & Kitchen,Hawkins,207.78,167.32,Supplier_11,True
124,Serum,Beauty,Nivea,455.21,334.67,Supplier_49,True
125,Serum,Beauty,Lakme,166.61,133.68,Supplier_50,False
126,Yoga Mat,Sports,Yonex,288.77,236.37,Supplier_34,True
127,Gym Bag,Sports,Nike,490.02,382.4,Supplier_36,True
128,Cookware Set,Home & Kitchen,Hawkins,110.45,69.5,Supplier_39,True
129,Hoodie,Fashion,Puma,22.77,16.7,Supplier_15,True
130,Shampoo,Beauty,Lakme,377.9,254.2,Supplier_33,True
131,Moisturizer,Beauty,Nivea,183.86,129.43,Supplier_25,True
132,Cricket Bat,Sports,Adidas,567.93,433.37,Supplier_27,True
133,Football,Sports,Nivia,196.05,148.59,Supplier_38,False
134,Hoodie,Fashion,Levi's,329.68,247.33,Supplier_49,False
135,Shampoo,Beauty,Mamaearth,635.56,490.58,Supplier_25,True
136,Serum,Beauty,Lakme,555.65,374.91,Supplier_25,False
137,T-Shirt,Fashion,Levi's,113.98,71.86,Supplier_22,True
138,Lipstick,Beauty,Lakme,550.14,456.12,Supplier_10,False
139,Sneakers,Fashion,Nike,513.2,392.95,Supplier_40,False
140,Smart Watch,Electronics,Sony,260.29,196.2,Supplier_46,False
141,Yoga Mat,Sports,Yonex,63.23,43.53,Supplier_19,True
142,Laptop,Electronics,Dell,566.81,382.58,Supplier_7,False
143,T-Shirt,Fashion,Puma,49.41,32.54,Supplier_19,True
144,Pressure Cooker,Home & Kitchen,Hawkins,176.96,129.66,Supplier_44,True
145,T-Shirt,Fashion,Adidas,417.61,308.65,Supplier_44,True
146,Shampoo,Beauty,Maybelline,180.11,123.77,Supplier_30,True
147,Tablet,Electronics,Dell,432.05,342.03,Supplier_29,True
148,Gym Bag,Sports,Nivia,481.54,348.25,Supplier_20,True
149,Face Wash,Beauty,Nivea,180.35,126.23,Supplier_37,True
150,Cookware Set,Home & Kitchen,Prestige,206.11,144.5,Supplier_44,True
151,Badminton Racket,Sports,Nike,504.04,390.11,Supplier_23,True
152,Jacket,Fashion,Zara,509.17,342.1,Supplier_43,True
153,Tablet,Electronics,Samsung,480.99,396.42,Supplier_24,True
154,Tablet,Electronics,Sony,477.96,376.27,Supplier_9,True
155,Badminton Racket,Sports,Adidas,543.17,416.93,Supplier_31,True
156,Cookware Set,Home & Kitchen,Prestige,605.31,481.82,Supplier_15,False
157,Football,Sports,Nivia,479.13,397.43,Supplier_35,True
158,Serum,Beauty,Mamaearth,453.23,296.43,Supplier_24,True
159,T-Shirt,Fashion,Levi's,494.6,313.58,Supplier_21,True
160,Tablet,Electronics,Dell,409.07,328.13,Supplier_3,True
161,Mixer,Home & Kitchen,Hawkins,89.59,57.62,Supplier_9,False
162,Lipstick,Beauty,Mamaearth,322.39,215.37,Supplier_10,False
163,Smart Watch,Electronics,Dell,331.9,209.98,Supplier_3,True
164,Sneakers,Fashion,Levi's,733.72,475.77,Supplier_7,True
165,Football,Sports,Nivia,261.68,205.09,Supplier_8,False
166,Smart Watch,Electronics,Apple,592.84,485.84,Supplier_22,True
167,Jeans,Fashion,Zara,65.69,43.62,Supplier_14,True
168,Jeans,Fashion,Puma,570.24,396.44,Supplier_18,True
169,Jacket,Fashion,Zara,499.17,401.27,Supplier_2,True
170,Smartphone,Electronics,Sony,360.13,298.54,Supplier_17,True
171,Hoodie,Fashion,Levi's,80.5,65.69,Supplier_29,True
172,Football,Sports,Adidas,298.29,231.48,Supplier_40,True
173,Gym Bag,Sports,Nivia,394.34,325.24,Supplier_31,False
174,Moisturizer,Beauty,Lakme,494.61,359.08,Supplier_6,True
175,Football,Sports,Cosco,104.13,71.83,Supplier_38,True
176,Lipstick,Beauty,Maybelline,216.64,154.5,Supplier_28,True
177,Smartphone,Electronics,HP,343.29,220.73,Supplier_27,True
178,Moisturizer,Beauty,Nivea,486.96,367.51,Supplier_21,True
179,Cookware Set,Home & Kitchen,Philips,65.75,42.9,Supplier_6,False
180,Smartphone,Electronics,Sony,405.44,282.62,Supplier_36,True
181,Tablet,Electronics,Dell,690.6,438.07,Supplier_28,True
182,Microwave,Home & Kitchen,LG,260.92,182.31,Supplier_14,True
183,Face Wash,Beauty,L'Oreal,258.27,181.56,Supplier_8,True
184,Gym Bag,Sports,Cosco,674.29,424.13,Supplier_40,True
185,Football,Sports,Nivia,145.74,98.4,Supplier_20,True
186,Pressure Cooker,Home & Kitchen,Prestige,622.29,436.23,Supplier_26,True
187,T-Shirt,Fashion,Nike,483.03,375.59,Supplier_27,False
188,Microwave,Home & Kitchen,Philips,216.35,162.7,Supplier_37,True
189,Smartphone,Electronics,Apple,463.16,379.67,Supplier_6,True
190,Moisturizer,Beauty,Nivea,419.9,307.47,Supplier_14,True
191,Mixer,Home & Kitchen,Hawkins,218.93,148.79,Supplier_32,True
192,Monitor,Electronics,Apple,601.65,492.38,Supplier_14,True
193,Jacket,Fashion,Adidas,189.48,151.83,Supplier_32,False
194,Sneakers,Fashion,Adidas,350.11,270.97,Supplier_36,True
195,Laptop,Electronics,Dell,309.65,223.75,Supplier_5,True
196,Yoga Mat,Sports,Nike,303.11,208.17,Supplier_19,True
197,Serum,Beauty,Lakme,148.78,94.22,Supplier_30,True
198,Laptop,Electronics,Dell,185.52,129.23,Supplier_34,True
199,Serum,Beauty,Mamaearth,179.24,118.57,Supplier_5,True
200,Cricket Bat,Sports,Adidas,608.11,453.9,Supplier_47,True
201,Jeans,Fashion,Nike,171.9,135.42,Supplier_10,True
202,Sneakers,Fashion,Levi's,571.02,379.68,Supplier_29,True
203,Cookware Set,Home & Kitchen,Philips,59.84,43.46,Supplier_20,True
204,Badminton Racket,Sports,Yonex,342.43,258.6,Supplier_29,True
205,Tablet,Electronics,Sony,73.58,47.6,Supplier_6,False
206,Lipstick,Beauty,Maybelline,714.24,477.57,Supplier_3,False
207,Badminton Racket,Sports,Cosco,429.2,306.45,Supplier_4,False
208,Laptop,Electronics,Sony,326.43,257.23,Supplier_16,False
209,Lipstick,Beauty,Maybelline,415.51,308.8,Supplier_19,False
210,Lipstick,Beauty,Mamaearth,51.79,35.66,Supplier_22,True
211,Air Fryer,Home & Kitchen,Prestige,449.81,342.41,Supplier_47,True
212,Air Fryer,Home & Kitchen,Prestige,525.11,335.17,Supplier_20,False
213,T-Shirt,Fashion,Zara,218.4,161.7,Supplier_22,True
214,Gym Bag,Sports,Yonex,312.88,259.16,Supplier_20,True
215,Sneakers,Fashion,Puma,166.53,104.08,Supplier_10,True
216,Air Fryer,Home & Kitchen,Prestige,594.8,387.73,Supplier_34,True
217,Pressure Cooker,Home & Kitchen,LG,381.85,302.65,Supplier_12,True
218,Moisturizer,Beauty,Lakme,280.47,188.51,Supplier_29,True
219,Lipstick,Beauty,L'Oreal,201.75,127.19,Supplier_31,True
220,Cookware Set,Home & Kitchen,LG,310.09,236.22,Supplier_25,False
221,Hoodie,Fashion,Adidas,101.17,77.82,Supplier_42,False
222,Mixer,Home & Kitchen,LG,504.31,358.59,Supplier_8,True
223,Tablet,Electronics,Apple,323.47,230.17,Supplier_28,True
224,Jacket,Fashion,Levi's,636.44,465.93,Supplier_26,True
225,T-Shirt,Fashion,Levi's,234.64,193.71,Supplier_7,True
226,T-Shirt,Fashion,Adidas,230.66,150.57,Supplier_45,True
227,Lipstick,Beauty,Nivea,15.48,12.57,Supplier_17,True
228,Hoodie,Fashion,Zara,334.28,268.61,Supplier_19,True
229,Mixer,Home & Kitchen,Prestige,184.63,126.84,Supplier_40,False
230,Monitor,Electronics,Samsung,364.87,302.4,Supplier_33,True
231,Sneakers,Fashion,Puma,14.44,10.77,Supplier_37,False
232,Hoodie,Fashion,Nike,598.3,487.58,Supplier_34,True
233,Face Wash,Beauty,Nivea,511.93,321.48,Supplier_17,True
234,Microwave,Home & Kitchen,Prestige,187.46,128.15,Supplier_7,True
235,Jacket,Fashion,Nike,423.38,277.55,Supplier_12,False
236,Shampoo,Beauty,L'Oreal,61.81,40.92,Supplier_30,True
237,Mixer,Home & Kitchen,Philips,618.06,397.64,Supplier_21,True
238,Yoga Mat,Sports,Nike,293.91,241.97,Supplier_42,True
239,Mixer,Home & Kitchen,Bajaj,578.74,434.24,Supplier_8,True
240,Moisturizer,Beauty,Nivea,607.39,448.37,Supplier_12,False
241,Lipstick,Beauty,Mamaearth,173.48,140.69,Supplier_28,True
242,Shampoo,Beauty,Maybelline,368.36,277.28,Supplier_6,True
243,Cookware Set,Home & Kitchen,Bajaj,418.37,305.28,Supplier_45,False
244,Mixer,Home & Kitchen,Hawkins,572.88,366.14,Supplier_40,False
245,Mixer,Home & Kitchen,Prestige,461.72,338.88,Supplier_33,True
246,Smart Watch,Electronics,Apple,470.7,342.26,Supplier_9,True
247,Jacket,Fashion,Puma,281.96,197.6,Supplier_39,True
248,Serum,Beauty,Mamaearth,280.03,227.53,Supplier_9,True
249,Serum,Beauty,Mamaearth,164.78,132.31,Supplier_48,True
250,Moisturizer,Beauty,Maybelline,570.72,457.64,Supplier_50,True
251,Lipstick,Beauty,L'Oreal,234.88,149.93,Supplier_32,True
252,Laptop,Electronics,Apple,361.02,231.5,Supplier_29,True
253,Mixer,Home & Kitchen,Bajaj,367.86,279.5,Supplier_20,True
254,Hoodie,Fashion,Puma,191.1,119.88,Supplier_9,True
255,Serum,Beauty,Lakme,379.3,281.47,Supplier_36,True
256,Football,Sports,Yonex,258.45,161.55,Supplier_47,False
257,Gym Bag,Sports,Nike,508.32,413.44,Supplier_21,True
258,Lipstick,Beauty,Nivea,277.37,178.81,Supplier_50,True
259,Hoodie,Fashion,Levi's,557.61,456.25,Supplier_8,True
260,Pressure Cooker,Home & Kitchen,Philips,249.42,168.1,Supplier_23,True
261,Smartphone,Electronics,Sony,456.18,321.18,Supplier_9,True
262,Football,Sports,Adidas,324.8,256.26,Supplier_38,True
263,Hoodie,Fashion,Zara,275.35,175.43,Supplier_3,True
264,Smart Watch,Electronics,Samsung,179.39,139.68,Supplier_37,False
265,Gym Bag,Sports,Yonex,631.98,445.61,Supplier_42,True
266,Moisturizer,Beauty,L'Oreal,191.43,155.74,Supplier_4,True
267,Moisturizer,Beauty,Nivea,317.43,237.58,Supplier_10,True
268,Cookware Set,Home & Kitchen,Bajaj,99.88,74.08,Supplier_36,True
269,Cookware Set,Home & Kitchen,Philips,96.64,70.04,Supplier_10,True
270,Monitor,Electronics,Sony,592.62,433.44,Supplier_11,True
271,Cricket Bat,Sports,Nivia,537.24,383.93,Supplier_33,False
272,Moisturizer,Beauty,Mamaearth,33.71,21.36,Supplier_33,False
273,Hoodie,Fashion,Adidas,223.2,182.92,Supplier_32,False
274,Mixer,Home & Kitchen,LG,583.41,425.11,Supplier_17,True
275,Face Wash,Beauty,Mamaearth,294.59,206.28,Supplier_13,True
276,Football,Sports,Nivia,275.08,199.31,Supplier_36,True
277,Football,Sports,Adidas,90.49,73.05,Supplier_24,True
278,Cricket Bat,Sports,Nivia,150.95,107.54,Supplier_33,True
279,Smartphone,Electronics,Samsung,547.25,359.66,Supplier_34,False
280,Hoodie,Fashion,Zara,123.43,78.49,Supplier_21,True
281,Serum,Beauty,Maybelline,422.18,300.93,Supplier_33,False
282,Gym Bag,Sports,Nivia,552.03,409.72,Supplier_44,True
283,Serum,Beauty,Maybelline,596.66,400.41,Supplier_45,True
284,Badminton Racket,Sports,Nike,732.16,483.86,Supplier_50,True
285,Monitor,Electronics,HP,135.8,93.55,Supplier_40,False
286,T-Shirt,Fashion,Adidas,430.09,290.56,Supplier_13,True
287,Moisturizer,Beauty,Mamaearth,124.3,84.2,Supplier_27,False
288,Smart Watch,Electronics,Apple,148.43,111.6,Supplier_43,False
289,Badminton Racket,Sports,Nike,662.57,478.78,Supplier_35,True
290,Badminton Racket,Sports,Nivia,394.49,308.94,Supplier_16,True
291,Cricket Bat,Sports,Nivia,750.78,471.33,Supplier_50,True
292,Jacket,Fashion,Levi's,349.07,245.1,Supplier_47,True
293,Air Fryer,Home & Kitchen,Prestige,461.72,341.54,Supplier_26,True
294,T-Shirt,Fashion,Puma,224.24,150.94,Supplier_23,False
295,Pressure Cooker,Home & Kitchen,Hawkins,154.3,109.01,Supplier_36,True
296,Hoodie,Fashion,Nike,483.35,373.04,Supplier_4,True
297,T-Shirt,Fashion,Nike,316.01,212.52,Supplier_7,True
298,Smartphone,Electronics,HP,329.57,209.38,Supplier_31,False
299,Jacket,Fashion,Puma,183.37,149.85,Supplier_50,True
300,Yoga Mat,Sports,Cosco,572.87,371.96,Supplier_3,True
301,Face Wash,Beauty,L'Oreal,677.51,498.61,Supplier_32,True
302,Mixer,Home & Kitchen,Prestige,225.12,156.21,Supplier_22,True
303,Lipstick,Beauty,Maybelline,397.04,252.02,Supplier_33,False
304,Mixer,Home & Kitchen,Philips,256.76,172.04,Supplier_42,True
305,Jacket,Fashion,Nike,567.25,397.48,Supplier_49,True
306,Sneakers,Fashion,Zara,583.86,415.23,Supplier_6,False
307,Smartphone,Electronics,Apple,384.06,243.95,Supplier_1,True
308,Moisturizer,Beauty,L'Oreal,599.97,379.34,Supplier_20,True
309,Pressure Cooker,Home & Kitchen,Bajaj,50.44,40.44,Supplier_20,True
310,Serum,Beauty,Maybelline,506.86,348.24,Supplier_19,True
311,Cricket Bat,Sports,Cosco,666.57,479.11,Supplier_30,True
312,Moisturizer,Beauty,Maybelline,579.58,381.1,Supplier_14,True
313,Yoga Mat,Sports,Yonex,339.13,228.91,Supplier_5,True
314,Smart Watch,Electronics,HP,154.28,109.06,Supplier_11,True
315,Football,Sports,Nike,510.47,343.34,Supplier_32,True
316,Football,Sports,Nike,326.28,232.18,Supplier_30,True
317,Badminton Racket,Sports,Nike,495.01,364.41,Supplier_1,True
318,Football,Sports,Yonex,322.1,217.61,Supplier_35,True
319,Laptop,Electronics,Dell,191.65,150.67,Supplier_9,False
320,Cookware Set,Home & Kitchen,Hawkins,681.51,436.11,Supplier_25,True
321,Badminton Racket,Sports,Cosco,108.81,68.13,Supplier_26,True
322,T-Shirt,Fashion,Nike,678.0,489.46,Supplier_47,False
323,Cricket Bat,Sports,Nike,175.71,131.28,Supplier_18,True
324,Monitor,Electronics,Samsung,490.16,311.31,Supplier_2,True
325,T-Shirt,Fashion,Nike,414.99,301.03,Supplier_44,True
326,Sneakers,Fashion,Nike,318.71,225.09,Supplier_49,True
327,Jacket,Fashion,Zara,195.41,124.74,Supplier_37,True
328,Badminton Racket,Sports,Adidas,195.49,126.08,Supplier_43,True
329,Serum,Beauty,Mamaearth,62.97,39.87,Supplier_48,True
330,Moisturizer,Beauty,Maybelline,44.11,32.97,Supplier_42,False
331,Gym Bag,Sports,Nivia,277.26,210.05,Supplier_12,False
332,Jacket,Fashion,Adidas,541.08,430.2,Supplier_30,True
333,Gym Bag,Sports,Nike,354.87,283.07,Supplier_16,True
334,T-Shirt,Fashion,Puma,710.78,461.89,Supplier_6,True
335,Monitor,Electronics,Sony,490.14,340.1,Supplier_5,True
336,Cricket Bat,Sports,Adidas,379.05,244.9,Supplier_22,True
337,Smartphone,Electronics,Apple,600.3,481.42,Supplier_49,False
338,Jeans,Fashion,Zara,264.78,204.35,Supplier_21,True
339,Lipstick,Beauty,Nivea,433.89,327.87,Supplier_24,False
340,Moisturizer,Beauty,Lakme,508.93,383.2,Supplier_14,True
341,Mixer,Home & Kitchen,Hawkins,368.05,285.64,Supplier_10,True
342,Air Fryer,Home & Kitchen,LG,401.61,293.78,Supplier_10,True
343,Cookware Set,Home & Kitchen,Philips,375.47,289.2,Supplier_36,True
344,Cookware Set,Home & Kitchen,Hawkins,352.09,235.81,Supplier_23,True
345,Sneakers,Fashion,Zara,155.85,100.18,Supplier_42,True
346,Football,Sports,Yonex,694.23,473.14,Supplier_49,True
347,Shampoo,Beauty,L'Oreal,54.58,43.3,Supplier_14,False
348,Air Fryer,Home & Kitchen,Prestige,507.46,322.49,Supplier_31,False
349,Smart Watch,Electronics,Samsung,337.7,280.31,Supplier_34,True
350,Football,Sports,Nivia,378.79,256.09,Supplier_28,True
351,Smart Watch,Electronics,Samsung,105.92,82.96,Supplier_34,True
352,Cookware Set,Home & Kitchen,Bajaj,77.16,48.72,Supplier_30,True
353,T-Shirt,Fashion,Puma,509.79,330.33,Supplier_49,True
354,Monitor,Electronics,Dell,270.86,194.81,Supplier_41,True
355,Sneakers,Fashion,Nike,618.48,424.21,Supplier_22,True
356,Cricket Bat,Sports,Yonex,175.75,113.59,Supplier_37,False
357,Mixer,Home & Kitchen,Prestige,453.18,345.37,Supplier_35,True
358,T-Shirt,Fashion,Puma,690.32,481.12,Supplier_49,False
359,Smartphone,Electronics,Sony,408.52,286.34,Supplier_25,True
360,Face Wash,Beauty,L'Oreal,406.0,255.39,Supplier_4,True
361,Face Wash,Beauty,L'Oreal,266.68,176.89,Supplier_39,False
362,Microwave,Home & Kitchen,Prestige,543.72,393.94,Supplier_15,True
363,Gym Bag,Sports,Nike,144.88,101.01,Supplier_25,True
364,Cricket Bat,Sports,Nivia,443.1,359.42,Supplier_10,False
365,Jacket,Fashion,Levi's,230.92,186.74,Supplier_20,False
366,Mixer,Home & Kitchen,Bajaj,95.53,74.93,Supplier_29,False
367,Laptop,Electronics,Samsung,226.93,183.42,Supplier_39,True
368,Serum,Beauty,Lakme,321.64,212.77,Supplier_47,True
369,Cricket Bat,Sports,Adidas,438.41,345.8,Supplier_18,True
370,Pressure Cooker,Home & Kitchen,Hawkins,56.33,41.0,Supplier_27,True
371,Serum,Beauty,Lakme,173.15,133.33,Supplier_41,False
372,Cricket Bat,Sports,Adidas,293.92,234.35,Supplier_1,False
373,Cookware Set,Home & Kitchen,LG,538.05,404.0,Supplier_22,False
374,Badminton Racket,Sports,Cosco,263.88,167.13,Supplier_13,False
375,Cookware Set,Home & Kitchen,Philips,638.12,484.68,Supplier_45,False
376,Badminton Racket,Sports,Cosco,296.57,194.27,Supplier_26,True
377,Smartphone,Electronics,HP,425.74,300.19,Supplier_44,True
378,Moisturizer,Beauty,L'Oreal,614.34,400.87,Supplier_5,False
379,Serum,Beauty,L'Oreal,188.19,128.59,Supplier_46,False
380,Moisturizer,Beauty,Lakme,689.5,495.44,Supplier_26,False
381,Badminton Racket,Sports,Yonex,539.52,353.8,Supplier_39,True
382,Tablet,Electronics,Apple,132.24,91.51,Supplier_37,False
383,Mixer,Home & Kitchen,Hawkins,19.77,15.17,Supplier_33,True
384,Moisturizer,Beauty,Mamaearth,348.67,236.9,Supplier_45,True
385,Cookware Set,Home & Kitchen,Prestige,83.66,61.23,Supplier_6,True
386,Jacket,Fashion,Puma,269.59,178.1,Supplier_34,False
387,Mixer,Home & Kitchen,Hawkins,332.27,224.7,Supplier_21,True
388,Mixer,Home & Kitchen,Prestige,28.18,21.07,Supplier_7,True
389,Jeans,Fashion,Zara,373.66,280.44,Supplier_28,False
390,Jeans,Fashion,Levi's,148.24,101.33,Supplier_26,True
391,Gym Bag,Sports,Cosco,406.9,300.18,Supplier_46,True
